gender_gt,income_gt,education_gt,gender_pred,income_pred,education_pred,MSE_Loss,,,,,Performance,,,
0,1,0,0,1,0,0.006173648,,,,,,,,
1,1,0,1,1,0,0.04624055,,,,,,,,
1,0,1,1,0,1,0.09773831,,,,,,,,
1,1,1,1,1,1,0.008183788,,,,,,,,
0,1,1,0,1,1,0.010932615,,,,,,,,
1,1,0,1,1,0,0.04628091,,,,,,,,
0,1,1,0,1,1,0.015958361,,,,,,,,
0,0,1,0,0,1,0.036087446,,,,,,,,
0,1,1,0,1,1,0.008950206,,,,,,,,
0,0,1,0,0,1,0.017795663,,,,,,,,
1,0,0,1,0,0,0.017197935,,,,,,,,
1,1,0,1,1,0,0.02107082,,,,,,,,
1,1,1,1,1,1,0.022746366,,,,,,,,
1,1,0,1,1,0,0.010603867,,,,,,,,
1,0,1,1,0,1,0.007899408,,,,,,,,
0,1,1,0,1,1,0.019660367,,,,,,,,
0,0,0,0,0,0,0.025272543,,,,,,,,
1,0,0,1,0,0,0.033923473,,,,,,,,
0,1,1,0,1,1,0.012432149,,,,,,,,
0,0,0,0,0,0,0.026477847,,,,,,,,
0,1,1,0,1,1,0.006835053,,,,,,,,
0,1,1,0,1,1,0.02827548,,,,,,,,
0,1,1,0,1,1,0.02176973,,,,,,,,
1,0,1,1,0,1,0.015976347,,,,,,,,
1,1,0,1,1,0,0.006663775,,,,,,,,
1,0,1,1,1,1,0.006096576,,,,,,,,
1,1,1,1,1,1,0.011385845,,,,,,,,
1,0,1,1,0,1,0.01015625,,,,,,,,
1,1,1,1,1,1,0.003913483,,,,,,,,
1,0,1,1,0,1,0.010799892,,,,,,,,
0,1,1,0,1,1,0.011669567,,,,,,,,
1,1,1,1,1,1,0.006741513,,,,,,,,
1,1,1,1,1,1,0.000107844,,,,,,,,
1,0,1,1,0,1,0.009677195,,,,,,,,
0,1,1,1,1,1,0.000107805,,,,,,,,
1,1,1,1,1,1,0.015457472,,,,,,,,
1,1,0,1,1,0,0.015371884,,,,,,,,
1,1,0,1,1,0,0.013439235,,,,,,,,
0,1,1,0,1,1,0.038341854,,,,,,,,
1,1,1,1,1,1,0.03208274,,,,,,,,
1,1,1,1,1,1,0.056098882,,,,,,,,
1,1,1,1,1,1,0.02328444,,,,,,,,
1,0,1,1,0,1,0.016333386,,,,,,,,
1,1,0,1,1,0,0.02782872,,,,,,,,
1,1,1,1,1,1,0.007061245,,,,,,,,
0,1,0,0,1,0,0.010263328,,,,,,,,
1,1,0,1,1,1,0.006227606,,,,,,,,
1,1,0,1,1,0,0.017942656,,,,,,,,
0,0,1,0,0,1,0.007785907,,,,,,,,
1,1,0,1,1,1,0.006939997,,,,,,,,
0,1,1,0,1,1,0.02780263,,,,,,,,
1,1,0,1,1,0,0.013037916,,,,,,,,
0,1,1,0,1,1,0.022496069,,,,,,,,
0,0,1,0,1,1,0.016612088,,,,,,,,
1,1,1,1,1,1,0.01112867,,,,,,,,
1,1,1,1,1,1,0.007547687,,,,,,,,
1,1,1,1,1,1,0.02922684,,,,,,,,
1,1,1,1,1,1,0.018771399,,,,,,,,
1,1,0,1,1,0,0.006317568,,,,,,,,
1,0,1,1,0,1,0.003188114,,,,,,,,
0,1,1,0,1,1,0.014142045,,,,,,,,
0,1,1,1,1,1,0.060342807,,,,,,,,
1,1,1,1,1,1,0.013979558,,,,,,,,
1,1,1,1,1,1,0.006200257,,,,,,,,
1,1,1,1,1,1,0.035367068,,,,,,,,
1,0,1,1,0,1,0.013938478,,,,,,,,
0,1,1,1,1,1,0.055858,,,,,,,,
0,1,0,0,1,0,0.039469816,,,,,,,,
0,1,1,0,1,1,0.03763243,,,,,,,,
1,0,0,1,0,0,0.013261526,,,,,,,,
0,0,1,0,0,1,0.006666026,,,,,,,,
0,0,1,0,0,1,0.032705717,,,,,,,,
0,1,1,0,1,1,0.007352692,,,,,,,,
0,0,1,0,0,1,0.027455056,,,,,,,,
0,1,1,0,1,1,0.03773237,,,,,,,,
0,1,1,1,1,1,0.060164213,,,,,,,,
0,1,1,0,1,1,0.011031088,,,,,,,,
0,1,1,0,1,1,0.019487932,,,,,,,,
1,1,1,1,1,1,0.016353898,,,,,,,,
1,0,1,1,0,1,0.026505463,,,,,,,,
0,1,0,0,1,0,0.021476837,,,,,,,,
1,0,1,1,1,1,0.00034163,,,,,,,,
1,1,1,1,1,1,0.005219213,,,,,,,,
1,1,1,1,1,1,0.005589516,,,,,,,,
1,0,0,1,0,0,0.008456706,,,,,,,,
0,0,0,0,0,0,0.023710705,,,,,,,,
0,0,0,0,1,0,0.018429179,,,,,,,,
1,1,1,1,1,1,0.04636146,,,,,,,,
1,0,1,1,1,1,0.006916683,,,,,,,,
1,0,1,1,0,1,0.004665423,,,,,,,,
1,1,1,1,1,1,0.03580026,,,,,,,,
1,0,1,1,0,1,0.007083786,,,,,,,,
0,1,1,0,1,1,0.06112874,,,,,,,,
1,1,1,1,1,1,0.018187322,,,,,,,,
0,1,1,0,1,1,0.021115676,,,,,,,,
0,1,0,1,1,1,0.005059798,,,,,,,,
0,1,1,1,1,1,0.057531122,,,,,,,,
0,1,1,0,1,1,0.004470552,,,,,,,,
1,0,0,1,0,0,0.006213672,,,,,,,,
0,1,1,0,1,1,0.007047616,,,,,,,,
1,0,0,1,1,1,0.00726613,,,,,,,,
1,1,0,1,1,0,0.002544076,,,,,,,,
1,1,1,1,1,1,0.017292982,,,,,,,,
0,1,1,0,1,1,0.014156997,,,,,,,,
1,1,0,1,1,0,0.001312781,,,,,,,,
0,0,0,0,0,0,0.019686893,,,,,,,,
0,1,1,1,1,1,7.88E-05,,,,,,,,
1,1,1,1,1,1,0.006545669,,,,,,,,
1,1,1,1,1,1,0.03225562,,,,,,,,
1,1,1,1,1,1,0.006033623,,,,,,,,
0,0,1,0,0,1,0.043634057,,,,,,,,
0,0,1,0,0,1,0.031020632,,,,,,,,
1,1,0,1,1,0,0.007392346,,,,,,,,
1,1,1,1,1,1,0.008566987,,,,,,,,
1,1,1,1,1,1,0.030450711,,,,,,,,
0,1,0,0,1,0,0.011469014,,,,,,,,
1,0,1,1,0,1,0.01158381,,,,,,,,
0,1,1,0,1,1,0.028840557,,,,,,,,
1,0,1,1,0,1,0.002006609,,,,,,,,
0,1,1,0,1,1,0.04068971,,,,,,,,
0,1,1,0,1,1,0.008446133,,,,,,,,
0,1,1,1,1,1,0.06763525,,,,,,,,
1,1,1,1,1,1,0.021428213,,,,,,,,
1,1,1,1,1,1,0.013939513,,,,,,,,
1,1,1,1,1,1,0.005717631,,,,,,,,
1,1,1,1,1,1,0.018798413,,,,,,,,
1,1,0,1,1,0,0.037720855,,,,,,,,
1,1,1,1,1,0,0.013170486,,,,,,,,
0,1,1,0,1,1,0.015680103,,,,,,,,
0,1,1,1,1,1,0.01861628,,,,,,,,
1,1,0,1,1,0,0.00019105,,,,,,,,
1,1,0,1,1,0,0.011795331,,,,,,,,
0,1,1,0,1,1,0.013141066,,,,,,,,
1,1,1,1,1,1,0.010035005,,,,,,,,
0,1,1,0,1,1,0.044168733,,,,,,,,
0,1,1,0,1,1,0.019889193,,,,,,,,
1,1,1,1,1,1,0.006360337,,,,,,,,
1,1,0,1,1,0,0.016549407,,,,,,,,
0,1,0,1,1,1,0.006711277,,,,,,,,
1,0,0,1,0,0,0.02232757,,,,,,,,
1,1,1,1,1,1,0.020694563,,,,,,,,
1,1,1,1,1,1,0.017836504,,,,,,,,
1,1,1,1,1,1,0.013720048,,,,,,,,
1,0,0,1,0,0,0.0628451,,,,,,,,
1,0,1,1,0,1,0.003766162,,,,,,,,
0,1,1,0,1,1,0.01469369,,,,,,,,
0,1,1,0,1,1,0.010512376,,,,,,,,
1,0,1,1,0,1,0.02955584,,,,,,,,
0,1,0,0,1,0,0.014589671,,,,,,,,
1,1,1,1,1,1,0.10722746,,,,,,,,
0,0,0,0,0,0,0.004797032,,,,,,,,
1,1,1,1,1,1,0.024958678,,,,,,,,
0,1,1,0,1,1,0.03836199,,,,,,,,
0,1,1,0,1,1,0.005185571,,,,,,,,
1,1,1,1,1,1,0.006448933,,,,,,,,
0,1,0,0,1,0,0.019747829,,,,,,,,
0,1,1,0,1,1,0.007580694,,,,,,,,
0,0,1,1,1,1,0.000104503,,,,,,,,
0,0,0,0,0,0,0.002282562,,,,,,,,
1,1,0,1,1,0,0.14015447,,,,,,,,
1,1,0,1,1,0,0.018181713,,,,,,,,
0,1,1,0,1,1,0.011620416,,,,,,,,
0,1,0,0,1,0,0.007949672,,,,,,,,
0,0,0,0,0,0,0.033630587,,,,,,,,
0,1,1,0,1,1,0.00652134,,,,,,,,
0,1,0,1,1,0,0.006064647,,,,,,,,
1,1,1,1,1,1,0.002941005,,,,,,,,
1,1,1,1,1,1,7.49E-05,,,,,,,,
0,1,0,0,1,0,0.01382394,,,,,,,,
0,1,1,0,1,1,0.01720785,,,,,,,,
1,1,1,1,1,1,0.010044056,,,,,,,,
1,1,0,1,1,0,0.028563224,,,,,,,,
1,0,1,1,0,1,0.012853465,,,,,,,,
1,1,1,1,1,1,0.017892737,,,,,,,,
0,1,0,0,1,0,0.005249973,,,,,,,,
1,0,0,1,0,0,0.046926044,,,,,,,,
1,0,1,1,1,1,0.007039907,,,,,,,,
0,0,0,0,0,0,0.017050391,,,,,,,,
1,0,1,1,1,1,0.006076619,,,,,,,,
1,1,1,1,1,1,0.020976204,,,,,,,,
0,1,1,0,1,1,0.02642336,,,,,,,,
1,1,1,1,1,1,0.011606166,,,,,,,,
1,1,1,1,1,1,0.030469889,,,,,,,,
1,1,1,1,1,1,0.003608976,,,,,,,,
0,1,1,0,1,1,0.041698024,,,,,,,,
1,0,1,1,0,1,0.010855326,,,,,,,,
1,1,1,1,1,1,0.0583289,,,,,,,,
1,0,0,1,0,0,0.015653705,,,,,,,,
1,1,1,1,1,1,0.000139193,,,,,,,,
0,1,1,0,1,1,0.00986353,,,,,,,,
0,1,1,0,1,1,0.009172846,,,,,,,,
1,1,1,1,1,1,0.026633035,,,,,,,,
0,1,1,0,1,1,0.015034759,,,,,,,,
0,1,0,0,1,0,0.017130306,,,,,,,,
0,1,1,0,1,1,0.038442165,,,,,,,,
0,1,1,0,1,1,0.003025122,,,,,,,,
0,1,0,1,1,1,0.05514067,,,,,,,,
0,1,1,0,1,1,0.003609186,,,,,,,,
0,1,1,0,1,1,0.008271341,,,,,,,,
1,1,1,1,1,1,0.005564898,,,,,,,,
0,1,0,0,1,0,0.015320673,,,,,,,,
1,1,1,1,1,1,0.007403587,,,,,,,,
1,1,1,1,1,1,0.000554161,,,,,,,,
1,1,0,1,1,0,0.005275777,,,,,,,,
1,1,1,1,1,1,0.049523808,,,,,,,,
1,1,0,1,1,0,0.01777489,,,,,,,,
1,1,0,1,1,0,0.06288102,,,,,,,,
1,0,1,1,0,1,0.021741686,,,,,,,,
0,1,1,0,1,1,0.028866079,,,,,,,,
0,1,0,0,1,0,0.013437891,,,,,,,,
1,1,1,1,1,1,0.018154563,,,,,,,,
1,0,0,1,0,0,0.004184194,,,,,,,,
0,1,1,0,1,1,0.010574544,,,,,,,,
1,1,0,1,1,0,0.039003123,,,,,,,,
1,0,0,1,1,1,0.05691571,,,,,,,,
1,0,1,1,0,1,0.010233603,,,,,,,,
0,1,1,0,1,1,0.015876953,,,,,,,,
1,0,0,1,0,0,0.018239014,,,,,,,,
1,1,1,1,1,1,0.018014135,,,,,,,,
1,0,0,1,0,0,0.022766558,,,,,,,,
1,1,0,1,1,0,0.021146279,,,,,,,,
0,1,1,0,1,1,0.008455149,,,,,,,,
0,1,0,1,1,1,0.058105778,,,,,,,,
0,0,0,0,0,0,0.025389789,,,,,,,,
1,1,1,1,1,1,0.01875377,,,,,,,,
1,0,1,1,1,1,0.004846469,,,,,,,,
1,1,1,1,1,1,0.008148474,,,,,,,,
1,1,0,1,1,0,0.007699606,,,,,,,,
0,1,1,0,1,1,0.013765935,,,,,,,,
1,1,1,1,1,1,0.009097877,,,,,,,,
1,1,0,1,1,0,8.55E-05,,,,,,,,
0,1,0,1,1,1,0.006720991,,,,,,,,
1,0,1,1,0,1,0.006402927,,,,,,,,
1,0,1,1,1,1,0.056405496,,,,,,,,
1,1,1,1,1,1,0.024453025,,,,,,,,
1,0,1,1,0,1,0.011232462,,,,,,,,
0,0,1,0,1,1,0.054551248,,,,,,,,
0,0,1,1,1,1,0.007065526,,,,,,,,
1,1,1,1,1,1,0.022879697,,,,,,,,
1,1,1,1,1,1,0.004816623,,,,,,,,
1,1,0,1,1,0,0.018624742,,,,,,,,
0,1,1,0,1,1,0.008119877,,,,,,,,
1,1,1,1,1,1,0.015486228,,,,,,,,
1,0,1,1,0,1,0.010830585,,,,,,,,
0,1,1,0,1,1,0.016321445,,,,,,,,
0,1,1,0,1,1,0.013348428,,,,,,,,
0,1,1,0,1,1,0.003234988,,,,,,,,
0,1,1,1,1,1,0.006212405,,,,,,,,
1,1,1,1,1,1,0.011507761,,,,,,,,
1,0,1,1,0,1,0.015609738,,,,,,,,
0,1,0,1,1,1,0.05869298,,,,,,,,
0,1,1,0,1,1,0.017691432,,,,,,,,
0,1,1,0,1,1,0.014043692,,,,,,,,
1,0,1,1,1,1,0.05411604,,,,,,,,
0,1,1,1,1,1,0.000600667,,,,,,,,
1,1,1,1,1,1,0.004037331,,,,,,,,
1,0,0,1,0,0,0.16216245,,,,,,,,
1,1,1,1,1,1,0.017777791,,,,,,,,
0,0,1,0,0,1,0.00839681,,,,,,,,
1,1,0,1,1,0,0.034306757,,,,,,,,
1,1,0,1,1,0,0.006381416,,,,,,,,
0,1,0,0,1,0,0.014200935,,,,,,,,
0,0,1,1,1,1,0.058564156,,,,,,,,
0,1,1,0,1,1,0.002112468,,,,,,,,
1,1,1,1,1,1,0.007362181,,,,,,,,
1,0,0,1,0,0,0.108401984,,,,,,,,
0,1,1,1,1,1,0.056604363,,,,,,,,
1,1,1,1,1,1,0.005229467,,,,,,,,
1,1,0,1,1,1,0.006550565,,,,,,,,
1,0,0,1,0,0,0.006311928,,,,,,,,
1,1,1,1,1,1,0.003876437,,,,,,,,
1,0,1,1,0,1,0.010065011,,,,,,,,
1,0,0,1,0,0,0.01326962,,,,,,,,
0,1,1,0,1,1,0.005208076,,,,,,,,
1,1,0,1,1,0,0.033173356,,,,,,,,
1,1,1,1,1,1,0.002797802,,,,,,,,
0,1,1,0,1,1,0.007100154,,,,,,,,
0,1,0,0,1,0,0.017583884,,,,,,,,
1,1,1,1,1,1,0.020236842,,,,,,,,
0,1,0,0,1,0,0.028697051,,,,,,,,
1,0,1,1,0,1,0.03011599,,,,,,,,
0,1,0,0,1,0,0.03467056,,,,,,,,
1,1,1,1,1,1,0.005858408,,,,,,,,
0,1,1,0,1,1,0.013238189,,,,,,,,
0,1,0,1,1,1,0.006073649,,,,,,,,
1,0,0,1,0,0,0.004664936,,,,,,,,
1,1,0,1,1,0,0.020510131,,,,,,,,
1,1,0,1,1,0,0.03464283,,,,,,,,
0,1,0,0,1,0,0.003179502,,,,,,,,
1,0,0,1,0,0,0.039483536,,,,,,,,
1,0,1,1,0,1,0.009394062,,,,,,,,
1,0,1,1,0,1,0.008190032,,,,,,,,
1,0,1,1,0,1,0.010791604,,,,,,,,
1,0,0,1,0,0,0.010371688,,,,,,,,
1,1,0,1,1,0,0.009387019,,,,,,,,
1,1,1,1,1,1,0.004539622,,,,,,,,
1,0,1,1,0,1,0.00904735,,,,,,,,
0,1,0,0,1,0,0.007874973,,,,,,,,
1,0,0,1,0,0,0.016256442,,,,,,,,
0,1,0,1,1,1,0.055598173,,,,,,,,
0,1,1,0,1,1,0.00634726,,,,,,,,
0,0,1,0,0,1,0.011204314,,,,,,,,
1,0,0,1,0,0,0.001558291,,,,,,,,
1,1,1,1,1,1,0.024186367,,,,,,,,
0,0,1,0,0,1,0.022102706,,,,,,,,
0,1,1,1,1,1,0.000121794,,,,,,,,
1,0,1,1,0,1,0.01660761,,,,,,,,
1,1,1,1,1,1,0.056412,,,,,,,,
1,1,1,1,1,1,0.003992328,,,,,,,,
0,0,0,1,1,0,0.000335125,,,,,,,,
1,1,1,1,1,1,0.011541261,,,,,,,,
1,1,1,1,1,1,0.006427807,,,,,,,,
1,0,1,1,0,1,0.01616577,,,,,,,,
1,0,0,1,0,0,0.03013495,,,,,,,,
1,1,1,1,1,1,0.018837923,,,,,,,,
1,1,0,1,1,0,0.014822067,,,,,,,,
0,1,0,0,1,0,0.01580494,,,,,,,,
1,1,1,1,1,1,0.032288864,,,,,,,,
1,1,1,1,1,1,0.05292756,,,,,,,,
0,0,1,0,0,1,0.009384125,,,,,,,,
1,1,1,1,1,1,0.010279287,,,,,,,,
1,0,1,1,0,1,0.003667205,,,,,,,,
1,0,0,1,0,0,0.037559323,,,,,,,,
1,0,1,1,0,1,0.016360303,,,,,,,,
1,1,1,1,1,1,0.00167083,,,,,,,,
1,1,1,1,1,1,0.011447468,,,,,,,,
1,0,0,1,0,0,0.005288058,,,,,,,,
1,0,1,1,0,1,0.007132801,,,,,,,,
1,1,1,1,1,1,0.043778177,,,,,,,,
0,1,1,0,1,1,0.032468215,,,,,,,,
1,1,1,1,1,1,0.012601796,,,,,,,,
0,1,1,0,1,1,0.002051903,,,,,,,,
1,0,1,1,0,1,0.004197615,,,,,,,,
0,1,1,0,1,1,0.024403155,,,,,,,,
1,1,0,1,1,0,0.022245456,,,,,,,,
0,1,1,0,1,1,0.007782191,,,,,,,,
0,1,1,0,1,1,0.005194143,,,,,,,,
1,1,1,1,1,1,0.009228633,,,,,,,,
1,0,1,1,0,1,0.001022236,,,,,,,,
0,1,1,0,1,1,0.011851542,,,,,,,,
1,0,1,1,0,1,0.02114176,,,,,,,,
1,0,1,1,0,1,0.021450832,,,,,,,,
0,1,0,0,1,0,0.007480123,,,,,,,,
1,1,1,1,1,1,0.009884525,,,,,,,,
0,1,1,0,1,1,0.010601954,,,,,,,,
1,1,1,1,1,1,0.022136929,,,,,,,,
1,1,1,1,1,1,0.008194485,,,,,,,,
1,0,1,1,0,1,0.013745843,,,,,,,,
1,0,1,1,0,1,0.009351919,,,,,,,,
0,1,0,0,1,0,0.011321804,,,,,,,,
1,1,1,1,1,1,0.015336211,,,,,,,,
1,0,1,1,0,1,0.006749791,,,,,,,,
0,0,1,0,0,1,0.025299668,,,,,,,,
1,0,1,1,0,1,0.02427096,,,,,,,,
0,1,0,0,1,1,0.019087883,,,,,,,,
1,0,1,1,0,1,0.019313414,,,,,,,,
1,1,1,1,1,1,0.018120937,,,,,,,,
0,1,0,0,1,0,0.01806359,,,,,,,,
1,0,1,1,1,1,0.00667746,,,,,,,,
0,1,1,0,1,1,0.005842281,,,,,,,,
1,1,1,1,1,1,0.00375329,,,,,,,,
1,1,1,1,1,1,0.004371984,,,,,,,,
1,1,1,1,1,1,0.012031788,,,,,,,,
1,0,1,1,0,1,0.021983555,,,,,,,,
1,1,1,1,1,1,0.032349065,,,,,,,,
0,1,1,0,1,1,0.00830059,,,,,,,,
1,1,1,1,1,1,0.08437438,,,,,,,,
1,1,1,1,1,1,0.002554544,,,,,,,,
0,1,0,0,1,0,0.001150091,,,,,,,,
0,1,1,0,1,1,0.021830942,,,,,,,,
1,1,1,1,1,1,0.01317678,,,,,,,,
1,1,1,1,1,1,0.000179959,,,,,,,,
0,0,1,1,1,1,0.007003786,,,,,,,,
0,0,1,0,0,1,0.01007444,,,,,,,,
1,0,1,1,0,1,0.007166182,,,,,,,,
1,1,0,1,1,0,0.019223377,,,,,,,,
0,1,1,0,1,1,0.013812255,,,,,,,,
0,1,1,0,1,1,0.01853298,,,,,,,,
0,1,1,0,1,1,0.005955314,,,,,,,,
1,1,1,1,1,1,0.052351326,,,,,,,,
1,1,1,1,1,1,0.002445677,,,,,,,,
0,0,1,1,1,1,0.00656942,,,,,,,,
1,1,1,1,1,1,0.025495902,,,,,,,,
1,1,1,1,1,1,0.002122338,,,,,,,,
1,1,1,1,1,1,0.00436663,,,,,,,,
0,1,1,1,1,1,0.059422184,,,,,,,,
1,1,1,1,1,1,0.005966884,,,,,,,,
1,0,1,1,0,1,0.008327534,,,,,,,,
1,1,1,1,1,1,0.006395539,,,,,,,,
1,1,1,1,1,1,0.012588947,,,,,,,,
1,1,1,1,1,1,0.02336561,,,,,,,,
1,1,0,1,1,0,0.009385893,,,,,,,,
0,1,0,0,1,0,0.005649142,,,,,,,,
0,1,1,0,1,1,0.031029468,,,,,,,,
0,1,0,0,1,0,0.010264354,,,,,,,,
1,1,1,1,1,1,0.032412067,,,,,,,,
1,1,1,1,1,1,0.002907133,,,,,,,,
1,1,1,1,1,1,0.0269284,,,,,,,,
1,0,1,1,0,1,0.018746648,,,,,,,,
0,1,1,0,1,1,0.021120949,,,,,,,,
1,1,1,1,1,1,0.015922934,,,,,,,,
0,1,1,0,1,1,0.016142976,,,,,,,,
1,0,1,1,0,1,0.012349895,,,,,,,,
1,1,1,1,1,1,0.004132456,,,,,,,,
0,1,1,0,1,1,0.01028036,,,,,,,,
0,1,1,0,1,1,0.007095285,,,,,,,,
1,1,1,1,1,1,0.00804852,,,,,,,,
1,0,0,1,1,1,0.006820155,,,,,,,,
1,0,1,1,0,1,0.008312828,,,,,,,,
1,0,0,1,0,0,0.01820401,,,,,,,,
1,0,1,1,0,1,0.01961234,,,,,,,,
0,0,0,0,0,0,0.00472298,,,,,,,,
1,0,1,1,0,1,0.15386774,,,,,,,,
0,0,1,0,0,1,0.019993817,,,,,,,,
0,1,1,0,1,1,0.008488884,,,,,,,,
1,1,0,1,1,0,0.020334901,,,,,,,,
0,1,1,0,1,1,0.021294245,,,,,,,,
1,1,0,1,1,0,0.012197887,,,,,,,,
1,1,0,1,1,0,0.001643897,,,,,,,,
1,1,1,1,1,1,0.012363774,,,,,,,,
1,0,0,1,0,0,0.025731683,,,,,,,,
1,1,1,1,1,1,0.001779089,,,,,,,,
1,0,0,1,0,0,0.025887722,,,,,,,,
0,0,1,0,0,1,0.01599893,,,,,,,,
0,1,1,1,1,1,0.004171098,,,,,,,,
1,1,1,1,1,1,0.009781756,,,,,,,,
1,1,1,1,1,1,0.01064644,,,,,,,,
1,1,1,1,1,1,0.006054847,,,,,,,,
0,1,1,0,1,1,0.03405239,,,,,,,,
1,1,1,1,1,1,0.01929545,,,,,,,,
1,1,1,1,1,0,6.07E-05,,,,,,,,
0,1,1,0,1,1,0.004421374,,,,,,,,
1,1,1,1,1,1,0.027509715,,,,,,,,
1,1,1,1,1,1,0.033140555,,,,,,,,
1,1,1,1,1,1,0.015262633,,,,,,,,
0,1,1,0,1,1,0.029948581,,,,,,,,
0,1,1,1,1,1,0.002986956,,,,,,,,
1,0,1,1,0,1,0.012582608,,,,,,,,
0,0,0,0,0,0,0.032010302,,,,,,,,
1,0,1,1,1,1,0.005298268,,,,,,,,
1,0,0,1,0,0,0.006401635,,,,,,,,
1,1,1,1,1,1,0.08991378,,,,,,,,
1,0,1,1,0,1,0.029859014,,,,,,,,
0,1,1,0,1,1,0.022508861,,,,,,,,
1,1,1,1,1,1,0.01006025,,,,,,,,
1,1,0,1,1,0,0.007720364,,,,,,,,
0,1,1,0,1,1,0.013513347,,,,,,,,
1,1,1,1,1,1,0.015383227,,,,,,,,
1,1,1,1,1,1,0.008730387,,,,,,,,
1,0,1,1,1,1,0.004569383,,,,,,,,
1,0,1,1,0,1,0.026905466,,,,,,,,
1,1,1,1,1,1,0.014468121,,,,,,,,
1,0,1,1,0,1,0.017159764,,,,,,,,
0,1,1,0,1,1,0.030826367,,,,,,,,
1,1,1,1,1,1,0.018240113,,,,,,,,
1,1,0,1,1,1,0.006453927,,,,,,,,
1,1,1,1,1,1,0.00932626,,,,,,,,
0,1,1,0,1,1,0.015185378,,,,,,,,
1,1,1,1,1,1,0.000525463,,,,,,,,
1,0,0,1,0,0,0.014842058,,,,,,,,
1,1,0,1,1,0,0.016256345,,,,,,,,
0,1,1,0,1,1,0.02092555,,,,,,,,
1,1,0,1,1,0,0.014913457,,,,,,,,
1,1,1,1,1,1,0.015120213,,,,,,,,
1,0,1,1,0,1,0.005484806,,,,,,,,
0,1,1,0,1,1,0.010001646,,,,,,,,
1,0,1,1,0,1,0.02450572,,,,,,,,
1,0,1,1,0,1,0.003470807,,,,,,,,
1,1,1,1,1,1,0.009919477,,,,,,,,
0,1,1,0,1,1,0.007802877,,,,,,,,
1,0,1,1,1,1,0.018586922,,,,,,,,
1,1,1,1,1,1,0.060368117,,,,,,,,
1,1,0,1,1,1,0.056763925,,,,,,,,
1,0,1,1,1,1,0.057762764,,,,,,,,
0,0,1,0,0,1,0.021005316,,,,,,,,
0,1,1,0,1,1,0.008922988,,,,,,,,
1,0,1,1,0,1,0.020153044,,,,,,,,
1,0,0,1,1,1,0.007146919,,,,,,,,
1,0,0,1,0,0,0.011089217,,,,,,,,
1,0,1,1,0,1,0.008586542,,,,,,,,
1,1,1,1,1,1,0.027250603,,,,,,,,
0,0,1,1,1,1,0.004106781,,,,,,,,
0,0,1,0,0,1,0.084704876,,,,,,,,
0,1,1,0,1,1,0.020839112,,,,,,,,
0,1,0,1,1,1,0.059042152,,,,,,,,
0,1,1,0,1,1,0.004008433,,,,,,,,
1,1,1,1,1,1,0.032249585,,,,,,,,
1,1,1,1,1,1,0.000189213,,,,,,,,
1,0,1,1,0,1,0.010199132,,,,,,,,
1,1,1,1,1,1,0.007942247,,,,,,,,
1,1,1,1,1,1,0.01950756,,,,,,,,
1,1,1,1,1,1,0.006048156,,,,,,,,
1,1,1,1,1,1,0.006953663,,,,,,,,
0,1,1,0,1,1,0.016302975,,,,,,,,
1,0,1,1,0,1,0.045591917,,,,,,,,
1,1,1,1,1,1,0.004889687,,,,,,,,
0,1,1,1,1,1,0.006644272,,,,,,,,
1,1,0,1,1,0,0.012726405,,,,,,,,
1,1,0,1,1,0,0.008172981,,,,,,,,
1,1,0,1,1,0,0.015630584,,,,,,,,
0,0,1,0,0,1,0.0369315,,,,,,,,
1,1,1,1,1,1,0.004085586,,,,,,,,
0,1,1,1,1,1,0.000161611,,,,,,,,
1,1,1,1,1,1,0.037574757,,,,,,,,
0,1,1,0,1,1,0.014128412,,,,,,,,
0,0,1,0,0,1,0.016943235,,,,,,,,
1,1,0,1,1,0,0.015598618,,,,,,,,
0,1,0,0,1,0,0.011935881,,,,,,,,
1,1,1,1,1,1,0.001651328,,,,,,,,
1,0,1,1,0,1,0.027524278,,,,,,,,
1,0,1,1,0,1,0.019221274,,,,,,,,
0,1,1,0,1,1,0.007479889,,,,,,,,
1,0,1,1,0,1,0.020210102,,,,,,,,
1,1,1,1,1,1,0.018646458,,,,,,,,
0,1,1,0,1,1,0.006384277,,,,,,,,
1,1,0,1,1,0,0.005942653,,,,,,,,
0,0,0,1,1,1,0.00759134,,,,,,,,
1,1,1,1,1,1,0.028346105,,,,,,,,
1,1,1,1,1,1,0.01978784,,,,,,,,
1,0,0,1,0,0,0.005914629,,,,,,,,
1,1,1,1,1,1,0.006334616,,,,,,,,
1,0,1,1,0,1,0.006219074,,,,,,,,
0,1,0,0,1,0,0.015594658,,,,,,,,
0,0,1,1,1,1,0.006054905,,,,,,,,
0,1,1,0,1,1,0.013133886,,,,,,,,
1,1,1,1,1,1,0.003193435,,,,,,,,
1,0,1,1,1,1,0.006170279,,,,,,,,
0,1,1,0,1,1,0.019669866,,,,,,,,
1,1,0,1,1,0,0.014781551,,,,,,,,
1,1,1,1,1,1,0.016478823,,,,,,,,
0,1,0,0,1,0,0.013336096,,,,,,,,
0,1,1,0,1,1,0.009362478,,,,,,,,
1,1,1,1,1,1,0.013443083,,,,,,,,
0,1,1,0,1,1,0.011653893,,,,,,,,
1,1,1,1,1,1,0.016880583,,,,,,,,
0,0,0,0,0,0,0.019155737,,,,,,,,
